,PLAYER,,Real Salary,Year
1969,Kyle O'Quinn,"$4,449,000","$5,231,528",2019
1970,Ed Davis,"$4,449,000","$5,231,528",2019
1971,Wendell Carter,"$4,446,840","$5,228,988",2019
1972,Alex Len,"$4,350,000","$5,115,115",2019
1973,Mike Scott,"$4,320,500","$5,080,426",2019
1974,Luc Mbah a Moute,"$4,320,500","$5,080,426",2019
1975,Emmanuel Mudiay,"$4,294,479","$5,049,829",2019
1976,Kris Dunn,"$4,221,000","$4,963,425",2019
1977,Frank Ntilikina,"$4,155,720","$4,886,663",2019
1978,Glenn Robinson III,"$4,075,000","$4,791,746",2019
1979,Collin Sexton,"$4,073,760","$4,790,288",2019
1980,Al Jefferson,"$4,000,000","$4,703,554",2019
1981,Stanley Johnson,"$3,940,401","$4,633,472",2019
1982,Buddy Hield,"$3,833,760","$4,508,074",2019
1983,Dennis Smith,"$3,819,960","$4,491,847",2019
1984,Jodie Meeks,"$3,774,176","$4,438,010",2019
1985,Kevin Knox,"$3,744,840","$4,403,514",2019
1986,Jose Juan Barea,"$3,710,850","$4,363,546",2019
1987,Alex Abrines,"$3,667,645","$4,312,742",2019
1988,Nenê,"$3,651,480","$4,293,733",2019
1989,Zach Collins,"$3,628,920","$4,267,205",2019
1990,Frank Kaminsky,"$3,627,842","$4,265,938",2019
1991,Mikal Bridges,"$3,557,400","$4,183,106",2019
1992,Michael Beasley,"$3,500,000","$4,115,610",2019
1993,Jamal Murray,"$3,499,800","$4,115,375",2019
1994,Rodney Hood,"$3,472,887","$4,083,728",2019
1995,Justise Winslow,"$3,448,926","$4,055,552",2019
1996,Malik Monk,"$3,447,480","$4,053,852",2019
1997,Cameron Payne,"$3,440,356","$4,045,475",2019
1998,Allonzo Trier,"$3,382,000","$3,976,855",2019
1999,Brook Lopez,"$3,382,000","$3,976,855",2019
2000,Shai Gilgeous-Alexander,"$3,375,360","$3,969,047",2019
2001,Trey Lyles,"$3,364,249","$3,955,982",2019
2002,Ekpe Udoh,"$3,360,000","$3,950,985",2019
2003,Devin Booker,"$3,314,365","$3,897,324",2019
2004,Myles Turner,"$3,294,994","$3,874,545",2019
2005,Luke Kennard,"$3,275,280","$3,851,364",2019
2006,Troy Daniels,"$3,258,539","$3,831,678",2019
2007,Kelly Oubre,"$3,208,630","$3,772,991",2019
2008,Miles Bridges,"$3,206,640","$3,770,651",2019
2009,Marquese Chriss,"$3,206,160","$3,770,087",2019
2010,Tomas Satoransky,"$3,129,187","$3,679,575",2019
2011,Bryn Forbes,"$3,125,000","$3,674,651",2019
2012,Donovan Mitchell,"$3,111,480","$3,658,753",2019
2013,Terry Rozier,"$3,050,389","$3,586,917",2019
2014,Jerome Robinson,"$3,050,160","$3,586,648",2019
2015,Yogi Ferrell,"$3,000,000","$3,527,665",2019
2016,Elfrid Payton,"$3,000,000","$3,527,665",2019
2017,Bam Adebayo,"$2,955,840","$3,475,738",2019
2018,Jakob Poeltl,"$2,947,320","$3,465,720",2019
2019,Michael Porter,"$2,894,160","$3,403,209",2019
2020,Andrew Nicholson,"$2,844,429","$3,344,731",2019
2021,Justin Jackson,"$2,807,880","$3,301,754",2019
2022,Thon Maker,"$2,799,720","$3,292,158",2019
2023,Seth Curry,"$2,795,000","$3,286,608",2019
2024,Cedi Osman,"$2,775,000","$3,263,090",2019
2025,Sam Dekker,"$2,760,094","$3,245,563",2019
2026,Troy Brown,"$2,752,680","$3,236,845",2019
2027,Justin Patton,"$2,667,600","$3,136,800",2019
2028,Guerschon Yabusele,"$2,667,600","$3,136,800",2019
2029,Domantas Sabonis,"$2,659,800","$3,127,628",2019
2030,Jerian Grant,"$2,639,313","$3,103,538",2019
2031,Zhaire Smith,"$2,615,160","$3,075,136",2019
2032,Corey Brewer,"$2,559,925","$3,010,185",2019
2033,Delon Wright,"$2,536,898","$2,983,109",2019
2034,DJ Wilson,"$2,534,280","$2,980,031",2019
2035,Dario Saric,"$2,526,840","$2,971,282",2019
2036,Taurean Prince,"$2,526,840","$2,971,282",2019
2037,Justin Anderson,"$2,516,047","$2,958,591",2019
2038,Shelvin Mack,"$2,512,601","$2,954,538",2019
2039,Manu Ginobili,"$2,500,000","$2,939,721",2019
2040,Reggie Bullock,"$2,500,000","$2,939,721",2019
2041,Bobby Portis,"$2,494,346","$2,933,073",2019
2042,Dante Cunningham,"$2,487,000","$2,924,435",2019
2043,Donte DiVincenzo,"$2,484,360","$2,921,330",2019
2044,Rondae Hollis-Jefferson,"$2,470,356","$2,904,863",2019
2045,Tyus Jones,"$2,444,052","$2,873,932",2019
2046,Jarell Martin,"$2,416,221","$2,841,206",2019
2047,Greg Monroe,"$2,410,167","$2,834,086",2019
2048,TJ Leaf,"$2,407,560","$2,831,022",2019
2049,Georgios Papagiannis,"$2,400,480","$2,822,697",2019
2050,Jeff Green,"$2,393,887","$2,814,944",2019
2051,Amir Johnson,"$2,393,887","$2,814,944",2019
2052,Raymond Felton,"$2,393,887","$2,814,944",2019
2053,Dwyane Wade,"$2,393,887","$2,814,944",2019
2054,Udonis Haslem,"$2,393,887","$2,814,944",2019
2055,JaVale McGee,"$2,393,887","$2,814,944",2019
2056,Zaza Pachulia,"$2,393,887","$2,814,944",2019
2057,Jose Calderon,"$2,393,887","$2,814,944",2019
2058,Devin Harris,"$2,393,887","$2,814,944",2019
2059,Channing Frye,"$2,393,887","$2,814,944",2019
2060,Carmelo Anthony,"$2,393,887","$2,814,944",2019
2061,Vince Carter,"$2,393,887","$2,814,944",2019
2062,Lonnie Walker,"$2,360,160","$2,775,285",2019
2063,John Collins,"$2,299,080","$2,703,462",2019
2064,Denzel Valentine,"$2,280,600","$2,681,731",2019
2065,Larry Nance Jr,"$2,272,390","$2,672,077",2019
2066,Kevin Huerter,"$2,250,960","$2,646,878",2019
2067,Monta Ellis,"$2,245,400","$2,640,340",2019
2068,Harry Giles,"$2,207,040","$2,595,233",2019
2069,Darius Miller,"$2,205,000","$2,592,834",2019
2070,Henry Ellenson,"$2,199,311","$2,586,144",2019
2071,Derrick Rose,"$2,176,260","$2,559,039",2019
2072,Omri Casspi,"$2,176,260","$2,559,039",2019
2073,Juan Hernangomez,"$2,166,360","$2,547,398",2019
2074,Quincy Pondexter,"$2,165,481","$2,546,364",2019
2075,Jonas Jerebko,"$2,165,481","$2,546,364",2019
2076,Josh Okogie,"$2,163,600","$2,544,152",2019
2077,Nik Stauskas,"$2,161,886","$2,542,136",2019
2078,Terrance Ferguson,"$2,118,840","$2,491,519",2019
2079,Raul Neto,"$2,100,000","$2,469,366",2019
2080,Salah Mejri,"$2,098,196","$2,467,244",2019
2081,Grayson Allen,"$2,076,960","$2,442,273",2019
2082,Jarrett Allen,"$2,034,120","$2,391,898",2019
2083,Isaiah Thomas,"$2,029,463","$2,386,422",2019
2084,Spencer Hawes,"$2,007,058","$2,360,076",2019
2085,Cole Aldrich,"$2,000,000","$2,351,777",2019
2086,Torrey Craig,"$2,000,000","$2,351,777",2019
2087,Chandler Hutchison,"$1,991,520","$2,341,805",2019
2088,OG Anunoby,"$1,952,760","$2,296,228",2019
2089,Ante Zizic,"$1,952,760","$2,296,228",2019
2090,Shabazz Napier,"$1,942,422","$2,284,071",2019
2091,Aaron Holiday,"$1,914,480","$2,251,215",2019
2092,Timothe Luwawu,"$1,880,268","$2,210,985",2019
2093,Tyler Lydon,"$1,874,640","$2,204,367",2019
2094,Anfernee Simons,"$1,837,800","$2,161,048",2019
2095,Tim Frazier,"$1,832,107","$2,154,353",2019
2096,Trey Burke,"$1,795,015","$2,110,737",2019
2097,Malik Beasley,"$1,773,840","$2,085,838",2019
2098,Moritz Wagner,"$1,764,240","$2,074,549",2019
2099,Nerlens Noel,"$1,757,429","$2,066,540",2019
2100,Ian Clark,"$1,757,429","$2,066,540",2019
2101,Deyonta Davis,"$1,741,503","$2,047,813",2019
2102,Caleb Swanigan,"$1,740,000","$2,046,046",2019
2103,Furkan Korkmaz,"$1,740,000","$2,046,046",2019
2104,Landry Shamet,"$1,705,920","$2,005,971",2019
2105,Caris LeVert,"$1,702,800","$2,002,303",2019
2106,Jonah Bolden,"$1,690,000","$1,987,251",2019
2107,Rodions Kurucs,"$1,690,000","$1,987,251",2019
2108,Kyle Kuzma,"$1,689,840","$1,987,063",2019
2109,Tony Bradley,"$1,679,520","$1,974,928",2019
2110,Derrick White,"$1,667,160","$1,960,394",2019
2111,Kyle Singler,"$1,665,333","$1,958,246",2019
2112,Robert Williams,"$1,656,600","$1,947,977",2019
2113,MarShon Brooks,"$1,656,092","$1,947,379",2019
2114,Spencer Dinwiddie,"$1,656,092","$1,947,379",2019
2115,Josh Hart,"$1,655,160","$1,946,283",2019
2116,Jacob Evans,"$1,646,400","$1,935,983",2019
2117,Pat Connaughton,"$1,641,000","$1,929,633",2019
2118,DeAndre Bembry,"$1,634,640","$1,922,154",2019
2119,Dzanan Musa,"$1,634,400","$1,921,872",2019
2120,Omari Spellman,"$1,622,520","$1,907,902",2019
2121,James Ennis,"$1,621,415","$1,906,603",2019
2122,Noah Vonleh,"$1,621,415","$1,906,603",2019
2123,Luke Kornet,"$1,619,260","$1,904,069",2019
2124,Richaun Holmes,"$1,600,520","$1,882,033",2019
2125,TJ McConnell,"$1,600,520","$1,882,033",2019
2126,Malachi Richardson,"$1,569,360","$1,845,392",2019
2127,Jahlil Okafor,"$1,567,007","$1,842,625",2019
2128,Kevon Looney,"$1,567,007","$1,842,625",2019
2129,Pascal Siakam,"$1,544,951","$1,816,690",2019
2130,Dejounte Murray,"$1,544,951","$1,816,690",2019
2131,Skal Labissiere,"$1,544,951","$1,816,690",2019
2132,Jake Layman,"$1,544,951","$1,816,690",2019
2133,Cheick Diallo,"$1,544,951","$1,816,690",2019
2134,Malcolm Brogdon,"$1,544,951","$1,816,690",2019
2135,Rodney McGruder,"$1,544,951","$1,816,690",2019
2136,Ivica Zubac,"$1,544,951","$1,816,690",2019
2137,Wade Baldwin,"$1,544,951","$1,816,690",2019
2138,Quinn Cook,"$1,544,951","$1,816,690",2019
2139,Damian Jones,"$1,544,951","$1,816,690",2019
2140,Dorian Finney-Smith,"$1,544,951","$1,816,690",2019
2141,Wayne Selden,"$1,544,951","$1,816,690",2019
2142,Georges Niang,"$1,512,601","$1,778,650",2019
2143,Christian Wood,"$1,512,601","$1,778,650",2019
2144,Derrick Jones,"$1,512,601","$1,778,650",2019
2145,Gerald Green,"$1,512,601","$1,778,650",2019
2146,David Nwaba,"$1,512,601","$1,778,650",2019
2147,Treveon Graham,"$1,512,601","$1,778,650",2019
2148,Willy Hernangomez,"$1,496,500","$1,759,717",2019
2149,Sviatoslav Mykhailiuk,"$1,487,694","$1,749,362",2019
2150,Mitchell Robinson,"$1,485,440","$1,746,712",2019
2151,Michael Carter-Williams,"$1,468,082","$1,726,300",2019
2152,Jawun Evans,"$1,455,492","$1,711,496",2019
2153,Thomas Bryant,"$1,378,242","$1,620,659",2019
2154,Royce O'Neale,"$1,378,242","$1,620,659",2019
2155,Frank Mason,"$1,378,242","$1,620,659",2019
2156,Khem Birch,"$1,378,242","$1,620,659",2019
2157,Wesley Iwundu,"$1,378,242","$1,620,659",2019
2158,Abdel Nader,"$1,378,242","$1,620,659",2019
2159,Damyean Dotson,"$1,378,242","$1,620,659",2019
2160,Frank Jackson,"$1,378,242","$1,620,659",2019
2161,Sterling Brown,"$1,378,242","$1,620,659",2019
2162,Tyler Dorsey,"$1,378,242","$1,620,659",2019
2163,Ivan Rabb,"$1,378,242","$1,620,659",2019
2164,Dillon Brooks,"$1,378,242","$1,620,659",2019
2165,Rade Zagorac,"$1,378,242","$1,620,659",2019
2166,Sindarius Thornwell,"$1,378,242","$1,620,659",2019
2167,Zhou Qi,"$1,378,242","$1,620,659",2019
2168,Jordan Bell,"$1,378,242","$1,620,659",2019
2169,Maxi Kleber,"$1,378,242","$1,620,659",2019
2170,Dwayne Bacon,"$1,378,242","$1,620,659",2019
2171,Daniel Theis,"$1,378,242","$1,620,659",2019
2172,Semi Ojeleye,"$1,378,242","$1,620,659",2019
2173,Tyrone Wallace,"$1,349,383","$1,586,724",2019
2174,Ike Anigbogu,"$1,349,383","$1,586,724",2019
2175,Alfonzo McKinnie,"$1,349,383","$1,586,724",2019
2176,Monte Morris,"$1,349,383","$1,586,724",2019
2177,Ryan Arcidiacono,"$1,349,383","$1,586,724",2019
2178,Antonio Blakeney,"$1,349,383","$1,586,724",2019
2179,Jabari Bird,"$1,349,383","$1,586,724",2019
2180,Daniel Hamilton,"$1,349,383","$1,586,724",2019
2181,Shaquille Harrison,"$1,325,531","$1,558,676",2019
2182,Elie Okobo,"$1,238,464","$1,456,295",2019
2183,Jalen Brunson,"$1,230,000","$1,446,343",2019
2184,Melvin Frazier,"$1,050,000","$1,234,683",2019
2185,Raymond Spalding,"$1,023,210","$1,203,180",2019
2186,Justin Hamilton,"$1,000,000","$1,175,888",2019
2187,Isaac Bonga,"$1,000,000","$1,175,888",2019
2188,Devonte Graham,"$988,464","$1,162,323",2019
2189,Chasson Randle,"$975,824","$1,147,460",2019
2190,Patrick McCaw,"$964,104","$1,133,678",2019
2191,De'Anthony Melton,"$949,000","$1,115,918",2019
2192,Jason Thompson,"$893,333","$1,050,460",2019
2193,Chimezie Metu,"$838,464","$985,940",2019
2194,Gary Trent Jr,"$838,464","$985,940",2019
2195,Isaiah Briscoe,"$838,464","$985,940",2019
2196,Hamidou Diallo,"$838,464","$985,940",2019
2197,Kenrich Williams,"$838,464","$985,940",2019
2198,Keita Bates-Diop,"$838,464","$985,940",2019
2199,Jevon Carter,"$838,464","$985,940",2019
2200,Alize Johnson,"$838,464","$985,940",2019
2201,Isaiah Hartenstein,"$838,464","$985,940",2019
2202,Khyri Thomas,"$838,464","$985,940",2019
2203,Bruce Brown,"$838,464","$985,940",2019
2204,Jarred Vanderbilt,"$838,464","$985,940",2019
2205,Ryan Broekhoff,"$838,464","$985,940",2019
2206,Brad Wanamaker,"$838,464","$985,940",2019
2207,Lorenzo Brown,"$800,000","$940,710",2019
2208,Davon Reed,"$752,250","$884,561",2019
2209,Isaiah Canaan,"$744,671","$875,648",2019
2210,Isaiah Whitehead,"$726,390","$854,153",2019
2211,Bruno Caboclo,"$705,361","$829,425",2019
2212,Gary Clark,"$674,122","$792,692",2019
2213,James Nunnally,"$663,255","$779,913",2019
2214,Kalin Lucas,"$648,008","$761,985",2019
2215,John Jenkins,"$585,809","$688,845",2019
2216,Deonte Burton,"$500,000","$587,944",2019
2217,Andrew Bogut,"$486,892","$572,530",2019
2218,Dakari Johnson,"$459,414","$540,219",2019
2219,Malcolm Miller,"$457,418","$537,872",2019
2220,Chris Boucher,"$457,418","$537,872",2019
2221,Edmond Sumner,"$449,794","$528,907",2019
2222,Yante Maten,"$385,000","$452,717",2019
2223,Andrew Harrison,"$354,500","$416,851",2019
2224,Eric Moreland,"$309,859","$364,359",2019
2225,Nick Young,"$284,020","$333,975",2019
2226,Okaro White,"$247,827","$291,416",2019
2227,Danuel House,"$247,827","$291,416",2019
2228,Jaylen Adams,"$236,854","$278,513",2019
2229,Ben Moore,"$222,099","$261,163",2019
2230,Quincy Acy,"$213,948","$251,579",2019
2231,Tyler Zeller,"$213,948","$251,578",2019
2232,Jimmer Fredette,"$198,579","$233,506",2019
2233,Terrence Jones,"$198,579","$233,506",2019
2234,Dairis Bertans,"$194,220","$228,381",2019
2235,Walter Lemon Jr,"$176,250","$207,249",2019
2236,Demetrius Jackson,"$170,107","$200,026",2019
2237,BJ Johnson,"$142,111","$167,105",2019
2238,Chris Chiozza,"$137,374","$161,536",2019
2239,Johnathan Williams,"$127,250","$149,631",2019
2240,Cam Reynolds,"$108,953","$128,116",2019
2241,Donatas Motiejunas,"$99,289","$116,752",2019
2242,Emanuel Terry,"$94,740","$111,402",2019
2243,Justin Bibbs,"$92,159","$108,368",2019
2244,Gary Payton II,"$85,457","$100,487",2019
2245,JaKarr Sampson,"$85,457","$100,487",2019
2246,Jordan McRae,"$77,250","$90,837",2019
2247,Devin Robinson,"$77,250","$90,837",2019
2248,Tyler Cavanaugh,"$77,250","$90,837",2019
2249,Naz Long,"$77,250","$90,837",2019
2250,Jordan Loyd,"$77,250","$90,837",2019
2251,Drew Eubanks,"$77,250","$90,837",2019
2252,Troy Williams,"$77,250","$90,837",2019
2253,George King,"$77,250","$90,837",2019
2254,Haywood Highsmith,"$77,250","$90,837",2019
2255,Shake Milton,"$77,250","$90,837",2019
2256,Amile Jefferson,"$77,250","$90,837",2019
2257,Troy Caupain,"$77,250","$90,837",2019
2258,Donte Grantham,"$77,250","$90,837",2019
2259,Tyler Davis,"$77,250","$90,837",2019
2260,Kadeem Allen,"$77,250","$90,837",2019
2261,Isaiah Hicks,"$77,250","$90,837",2019
2262,Trevon Bluiett,"$77,250","$90,837",2019
2263,CJ Williams,"$77,250","$90,837",2019
2264,Jared Terrell,"$77,250","$90,837",2019
2265,Bonzie Colson,"$77,250","$90,837",2019
2266,Jaylen Morris,"$77,250","$90,837",2019
2267,Duncan Robinson,"$77,250","$90,837",2019
2268,Julian Washburn,"$77,250","$90,837",2019
2269,Jarnell Stokes,"$77,250","$90,837",2019
2270,DJ Stephens,"$77,250","$90,837",2019
2271,Yuta Watanabe,"$77,250","$90,837",2019
2272,Alex Caruso,"$77,250","$90,837",2019
2273,Johnathan Motley,"$77,250","$90,837",2019
2274,Angel Delgado,"$77,250","$90,837",2019
2275,Trevon Duval,"$77,250","$90,837",2019
2276,Vincent Edwards,"$77,250","$90,837",2019
2277,Marcus Derrickson,"$77,250","$90,837",2019
2278,Damion Lee,"$77,250","$90,837",2019
2279,Zach Lofton,"$77,250","$90,837",2019
2280,Keenan Evans,"$77,250","$90,837",2019
2281,Archie Goodwin,"$77,250","$90,837",2019
2282,DeVaughn Akoon-Purcell,"$77,250","$90,837",2019
2283,Thomas Welsh,"$77,250","$90,837",2019
2284,Daryl Macon,"$77,250","$90,837",2019
2285,Kostas Antetokounmpo,"$77,250","$90,837",2019
2286,Deng Adel,"$77,250","$90,837",2019
2287,Jalen Jones,"$77,250","$90,837",2019
2288,Jaron Blossomgame,"$77,250","$90,837",2019
2289,Billy Preston,"$77,250","$90,837",2019
2290,John Holland,"$77,250","$90,837",2019
2291,Brandon Sampson,"$77,250","$90,837",2019
2292,Tyler Ulis,"$77,250","$90,837",2019
2293,Rawle Alkins,"$77,250","$90,837",2019
2294,Joe Chealey,"$77,250","$90,837",2019
2295,JP Macura,"$77,250","$90,837",2019
2296,Alan Williams,"$77,250","$90,837",2019
2297,Theo Pinson,"$77,250","$90,837",2019
2298,RJ Hunter,"$77,250","$90,837",2019
2299,PJ Dozier,"$77,250","$90,837",2019
2300,Alex Poythress,"$77,250","$90,837",2019
2301,Scotty Hopson,"$76,236","$89,645",2019
2302,Charles Cooke,"$76,236","$89,645",2019
2303,Scott Machado,"$76,236","$89,645",2019
2304,Andre Ingram,"$76,236","$89,645",2019
2305,Kobi Simmons,"$76,236","$89,645",2019
2306,Jonathan Gibson,"$76,236","$89,645",2019
2307,Wenyen Gabriel,"$75,000","$88,191",2019
2308,Billy Garrett,"$67,370","$79,219",2019
2309,Mitch Creek,"$56,845","$66,843",2019
2310,Brandon Goodwin,"$56,845","$66,843",2019
2311,Jemerrio Jones,"$52,170","$61,346",2019
2312,Tarik Phillip,"$47,370","$55,701",2019
2313,Cody Demps,"$47,370","$55,701",2019
2314,Richard Solomon,"$47,370","$55,701",2019
2315,Kendrick Nunn,"$47,370","$55,701",2019
2316,Dusty Hannahs,"$47,370","$55,701",2019
2317,Stephan Hicks,"$47,370","$55,701",2019
2318,Michael Frazier,"$47,370","$55,701",2019
2319,Tahjere McCall,"$47,370","$55,701",2019
2320,Mitchell Creek,"$47,370","$55,701",2019
2321,Isaac Humphries,"$47,370","$55,701",2019
2322,Jordan Sibert,"$47,370","$55,701",2019
